interactionID	basisOfRecord	sourceTaxonId	sourceTaxonName	sourceVerbatimName	sourceFamilyName	sourceCommonName	sourceSexName	sourceSexID	sourceLifeStageName	sourceAssociatedSequences	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	targetTaxonId	targetTaxonName	targetVerbatimName	targetFamilyName	targetCommonName	targetLifeStageName	targetAssociatedSequences	country	stateProvince	county	verbatimLocality	localityId	locality	habitat	decimalLatitude	decimalLongitude	minimumElevationInMeters	maximumElevationInMeters	verbatimEventDate	eventDate	eventTime	referenceDoi	referenceCitation	referenceType	primarySource	enteredBy	notes
	literatureRecord	https://www.gbif.org/species/4573473	Myrmilloides 	Myrmilloides grandiceps	Mutillidae				adult		http://purl.obolibrary.org/obo/RO_0008503		in and around nests	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1352571	Augochlorella	Augochlorella striata or Augochlorella persimilis	Halictidae				United States	Kansas	Douglas	near Lawrence		near Lawrence										"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/4573021	Myrmosula	Myrmosula parvala	Tiphiidae				adult		http://purl.obolibrary.org/obo/RO_0008503		in and around nests	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1352571	Augochlorella	Augochlorella striata or Augochlorella persimilis	Halictidae				United States	Kansas	Douglas	near Lawrence		near Lawrence										"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/2343533	Imparales	Imparapes	Scutacaridae				adult		http://purl.obolibrary.org/obo/RO_0008503		inhabiting nest of	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1352571	Augochlorella	Augochlorella striata or Augochlorella persimilis	Halictidae		pupa		United States	Kansas	Douglas	near Lawrence		near Lawrence										"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	TRUE	Elaine Tan	"usually found in cells containing pupae, or in or on fecal deposit"
	literatureRecord	https://www.gbif.org/species/7097	Laelaptidae		Laelaptidae				adult		http://purl.obolibrary.org/obo/RO_0008503		inhabiting nest of	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1352571	Augochlorella	Augochlorella striata or Augochlorella persimilis	Halictidae		pupa		United States	Kansas	Douglas	near Lawrence		near Lawrence										"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	TRUE	Elaine Tan	abundant in cells containing all stages of bee larvae and pupae
	literatureRecord	https://www.gbif.org/species/7097	Laelaptidae		Laelaptidae				adult		http://purl.obolibrary.org/obo/RO_0002574		clinging to for transport into nest	propodeum	http://purl.obolibrary.org/obo/HAO_0000604	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1352571	Augochlorella	Augochlorella striata or Augochlorella persimilis	Halictidae		adult		United States	Kansas	Douglas	near Lawrence		near Lawrence										"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	TRUE	Elaine Tan	"one or two mites present on one out of five or six bees during nest construction, presumably for transport into nests"
	literatureRecord	https://www.gbif.org/species/4742	Meloidae		Meloidae				triungulin larva		http://purl.obolibrary.org/obo/RO_0002574		phoretic on	propodeum	http://purl.obolibrary.org/obo/HAO_0000604	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1352571	Augochlorella	Augochlorella striata or Augochlorella persimilis	Halictidae		adult		United States	Kansas	Douglas	near Lawrence		near Lawrence										"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/2007538	Halictoxenos		Stylopidae				larva		http://purl.obolibrary.org/obo/RO_0002574		clinging to	egg	 http://purl.obolibrary.org/obo/HAO_0000286	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=759765	Patellapis striata	Augochlorella striata	Halictidae		egg		United States	Kansas	Douglas	near Lawrence		near Lawrence										"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	TRUE	Elaine Tan	only known record of association of Augochlorella with Strepsiptera
	literatureRecord	https://www.gbif.org/species/1351332	Sphecodes reticulatus	Sphecodes reticularis	Halictidae				adult		http://purl.obolibrary.org/obo/RO_0008503		opening and closing nest of	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1345710	Andrena		Andrenidae		adult					Europe												"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	FALSE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1314840	Formica		Formicidae				adult		http://purl.obolibrary.org/obo/RO_0002437		destroys nest of	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1352571	Augochlorella	Augochlorella striata or Augochlorella persimilis	Halictidae		adult		United States	Kansas	Douglas	near Lawrence		near Lawrence										"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1351491	Sphecodes gibbus		Halictidae						http://purl.obolibrary.org/obo/RO_0002437		inhabiting nest of	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1353236	Halictus quadricinctus		Halictidae							Europe												"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	FALSE	Elaine Tan	Breitenbach (1878) reared three to four Sphecodes gibbus from each of 15 nests of Halictus quadricinctus
	literatureRecord	https://www.gbif.org/species/1351262	Sphecodes		Halictidae						http://purl.obolibrary.org/obo/RO_0002574		fight over nest of	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1347978	Halictus		Halictidae							Europe												"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	FALSE	Elaine Tan	multiple sources cited
	literatureRecord	https://www.gbif.org/species/1351262	Sphecodes		Halictidae						http://purl.obolibrary.org/obo/RO_0002574		fight over nest of	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1345710	Andrena		Andrenidae							Europe												"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	FALSE	Elaine Tan	multiple sources cited
	literatureRecord	https://www.gbif.org/species/1351262	Sphecodes		Halictidae						http://purl.obolibrary.org/obo/RO_0002574		fight over nest of	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1353501	Lasioglossum		Halictidae							Europe												"Ordway, E. (1964). Sphecodes pimpinellae and Other Enemies of Augochlorella (Hymenoptera: Halictidae). Journal of the Kansas Entomological Society, 37(2), 139-152. Retrieved April 27, 2020, from www.jstor.org/stable/25083373"	journal article	FALSE	Elaine Tan	multiple sources cited
	literatureRecord	https://www.gbif.org/species/1046333	Meloe franciscianus		Meloidae				triungulin larva		http://purl.obolibrary.org/obo/RO_0002574		phoretic on	body		in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1345199	Habropoda pallida		Apidae		adult		United States	California	San Bernardino	Mojave National Preserve; Kelso Dunes		Mojave National Preserve; Kelso Dunes		34.910832	-115.73111	750	750	"March to May 2000-2005, 9 AM to 5 PM"			10.1073/pnas.0603901103	"Saul-Gershenz, L. S., & Millar, J. G. (2006). Phoretic nest parasites use sexual deception to obtain transport to their host&#039;s nest. Proceedings of the National Academy of Sciences, 103(38), 14039 LP – 14044. "	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1046333	Meloe franciscianus		Meloidae				adult		http://purl.obolibrary.org/obo/RO_0002470		feeds on	leaves	http://purl.obolibrary.org/obo/PO_0025607	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/5344853	Astragalus lentiginosus var. borreganus		Fabaceae				United States	California	San Bernardino	Mojave National Preserve; Kelso Dunes		Mojave National Preserve; Kelso Dunes		34.910832	-115.73111	750	750	"March to May 2000-2005, 9 AM to 5 PM"			10.1073/pnas.0603901103	"Saul-Gershenz, L. S., & Millar, J. G. (2006). Phoretic nest parasites use sexual deception to obtain transport to their host&#039;s nest. Proceedings of the National Academy of Sciences, 103(38), 14039 LP – 14044. "	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1046333	Meloe franciscianus		Meloidae		female	http://purl.obolibrary.org/obo/FBcv_0000334	adult		http://purl.obolibrary.org/obo/RO_0008507		oviposits on base of	base of plant	http://purl.obolibrary.org/obo/PO_0025607	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/5344853	Astragalus lentiginosus var. borreganus		Fabaceae				United States	California	San Bernardino	Mojave National Preserve; Kelso Dunes		Mojave National Preserve; Kelso Dunes		34.910832	-115.73111	750	750	"March to May 2000-2005, 9 AM to 5 PM"			10.1073/pnas.0603901103	"Saul-Gershenz, L. S., & Millar, J. G. (2006). Phoretic nest parasites use sexual deception to obtain transport to their host&#039;s nest. Proceedings of the National Academy of Sciences, 103(38), 14039 LP – 14044. "	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1345199	Habropoda pallida		Apidae				adult		http://purl.obolibrary.org/obo/RO_0002622		drinks nectar of	flower	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/5344853	Astragalus lentiginosus var. borreganus		Fabaceae				United States	California	San Bernardino	Mojave National Preserve; Kelso Dunes		Mojave National Preserve; Kelso Dunes		34.910832	-115.73111	750	750	"March to May 2000-2005, 9 AM to 5 PM"			10.1073/pnas.0603901103	"Saul-Gershenz, L. S., & Millar, J. G. (2006). Phoretic nest parasites use sexual deception to obtain transport to their host&#039;s nest. Proceedings of the National Academy of Sciences, 103(38), 14039 LP – 14044. "	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1345199	Habropoda pallida		Apidae		male	http://purl.obolibrary.org/obo/FBcv_0000333	adult		http://purl.obolibrary.org/obo/RO_0002574		pseudocopulation of			in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1046333	Meloe franciscianus		Meloidae		triungulin larva		United States	California	San Bernardino	Mojave National Preserve; Kelso Dunes		Mojave National Preserve; Kelso Dunes		34.910832	-115.73111	750	750	"March to May 2000-2005, 9 AM to 5 PM"			10.1073/pnas.0603901103	"Saul-Gershenz, L. S., & Millar, J. G. (2006). Phoretic nest parasites use sexual deception to obtain transport to their host&#039;s nest. Proceedings of the National Academy of Sciences, 103(38), 14039 LP – 14044. "	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1345199	Habropoda pallida		Apidae		female	http://purl.obolibrary.org/obo/FBcv_0000334	adult		http://purl.obolibrary.org/obo/RO_0002574		perches on	plant	http://purl.obolibrary.org/obo/PO_0025607	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/5344853	Astragalus lentiginosus var. borreganus		Fabaceae				United States	California	San Bernardino	Mojave National Preserve; Kelso Dunes		Mojave National Preserve; Kelso Dunes		34.910832	-115.73111	750	750	"March to May 2000-2005, 9 AM to 5 PM"			10.1073/pnas.0603901103	"Saul-Gershenz, L. S., & Millar, J. G. (2006). Phoretic nest parasites use sexual deception to obtain transport to their host&#039;s nest. Proceedings of the National Academy of Sciences, 103(38), 14039 LP – 14044. "	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1046333	Meloe franciscianus		Meloidae				larva		http://purl.obolibrary.org/obo/RO_0008503		inhabiting nest of	nest	http://purl.obolibrary.org/obo/ENVO_00005803	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1345199	Habropoda pallida		Apidae		adult		United States	California	San Bernardino	Mojave National Preserve; Kelso Dunes		Mojave National Preserve; Kelso Dunes		34.910832	-115.73111	750	750	"March to May 2000-2005, 9 AM to 5 PM"			10.1073/pnas.0603901103	"Saul-Gershenz, L. S., & Millar, J. G. (2006). Phoretic nest parasites use sexual deception to obtain transport to their host&#039;s nest. Proceedings of the National Academy of Sciences, 103(38), 14039 LP – 14044. "	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1046333	Meloe franciscianus		Meloidae				larva		http://purl.obolibrary.org/obo/RO_0002439		consumes	egg	 http://purl.obolibrary.org/obo/HAO_0000286	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/1345199	Habropoda pallida		Apidae		egg		United States	California	San Bernardino	Mojave National Preserve; Kelso Dunes		Mojave National Preserve; Kelso Dunes		34.910832	-115.73111	750	750	"March to May 2000-2005, 9 AM to 5 PM"			10.1073/pnas.0603901103	"Saul-Gershenz, L. S., & Millar, J. G. (2006). Phoretic nest parasites use sexual deception to obtain transport to their host&#039;s nest. Proceedings of the National Academy of Sciences, 103(38), 14039 LP – 14044. "	journal article	TRUE	Elaine Tan	
	literatureRecord	https://www.gbif.org/species/1357665	Andrena nigroaenea		Andrenidae		male	http://purl.obolibrary.org/obo/FBcv_0000333	adult		http://purl.obolibrary.org/obo/RO_0002622		pollinates	flower	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2793334	Ophrys sphegodes		Orchidaceae							Europe											10.1073/pnas.0603901103	"Saul-Gershenz, L. S., & Millar, J. G. (2006). Phoretic nest parasites use sexual deception to obtain transport to their host&#039;s nest. Proceedings of the National Academy of Sciences, 103(38), 14039 LP – 14044. "	journal article	FALSE	Elaine Tan	male pollinates flowers while pseudocopulation due to flower's sexual mimicry of female bees
